title,country,date_added,release_year,rating,genres,language,popularity,vote_count,vote_average,budget,revenue,has_finance_data,profit,ROI,ROI_capped,financial_status
The Founder,"Greece, United States of America",2016-11-24,2016,7.13,"Drama, History",en,33.518,4999.0,7.13,15000000.0,24121245.0,Has Finance Data,9121245.0,0.608083,0.608083,Low Profit
Sausage Party,"Canada, United States of America",2016-07-11,2016,5.7,"Adventure, Animation, Comedy, Fantasy",en,33.355,7342.0,5.7,19000000.0,140705322.0,Has Finance Data,121705322.0,6.405543263157894,6.405543263157894,Highly Profitable
Assassin's Creed,"France, United Kingdom, United States of America",2016-12-21,2016,5.4,"Action, Adventure, Science Fiction",en,30.639,7769.0,5.4,125000000.0,240700000.0,Has Finance Data,115700000.0,0.9256,0.9256,Low Profit
The Shallows,"Australia, Spain, United States of America",2016-06-24,2016,6.346,"Horror, Drama, Thriller",en,30.604,5090.0,6.346,17000000.0,119100758.0,Has Finance Data,102100758.0,6.005926941176471,6.005926941176471,Highly Profitable
Captain Fantastic,United States of America,2016-07-08,2016,7.9,"Adventure, Drama",en,28.926,6465.0,7.9,5000000.0,23123592.0,Has Finance Data,18123592.0,3.6247184,3.6247184,Highly Profitable
The Boy,United States of America,2016-01-22,2016,6.0,"Horror, Mystery, Thriller",en,28.865,3772.0,6.0,10000000.0,73929392.0,Has Finance Data,63929392.0,6.3929392,6.3929392,Highly Profitable
The Girl on the Train,"India, United States of America",2016-10-05,2016,6.4,"Thriller, Mystery, Drama, Crime",en,28.853,5735.0,6.4,45000000.0,173200000.0,Has Finance Data,128200000.0,2.848888888888889,2.848888888888889,Highly Profitable
The Legend of Tarzan,"Canada, United Kingdom, United States of America",2016-06-29,2016,5.9,"Fantasy, Action, Adventure",en,28.83,6256.0,5.9,180000000.0,356743061.0,Has Finance Data,176743061.0,0.9819058944444444,0.9819058944444444,Low Profit
Free State of Jones,"China, South Korea, United States of America",2016-06-24,2016,6.8,"Action, Drama, History, War",en,28.351,1520.0,6.8,50000000.0,25035950.0,Has Finance Data,-24964050.0,-0.499281,-0.499281,Unprofitable
Deepwater Horizon,"Hong Kong, United States of America",2016-09-28,2016,6.877,"Drama, Action",en,26.815,4584.0,6.877,110000000.0,121790376.0,Has Finance Data,11790376.0,0.10718523636363636,0.10718523636363636,Low Profit
The Mermaid,"China, Hong Kong",2016-02-08,2016,6.556,"Comedy, Fantasy, Romance",zh,26.762,426.0,6.556,60720000.0,553810228.0,Has Finance Data,493090228.0,8.120721805006587,8.120721805006587,Highly Profitable
Ballerina,"Canada, France",2016-12-14,2016,7.2,"Animation, Adventure, Comedy, Family",en,26.537,1878.0,7.2,30000000.0,109573511.0,Has Finance Data,79573511.0,2.652450366666667,2.652450366666667,Highly Profitable
Lights Out,United States of America,2016-07-21,2016,6.4,Horror,en,26.438,3898.0,6.4,4900000.0,149368835.0,Has Finance Data,144468835.0,29.483435714285715,10.81959755187499,Highly Profitable
Ben-Hur,United States of America,2016-08-17,2016,5.746,"Action, History, Adventure, Drama",en,26.011,1676.0,5.746,100000000.0,94061311.0,Has Finance Data,-5938689.0,-0.05938689,-0.05938689,Unprofitable
Lion,"Australia, United Kingdom, United States of America",2016-11-24,2016,8.1,Drama,en,25.901,6602.0,8.1,12000000.0,140312928.0,Has Finance Data,128312928.0,10.692744,10.692744,Highly Profitable
Miracles from Heaven,United States of America,2016-03-17,2016,7.4,"Family, Drama",en,25.395,1198.0,7.4,16000000.0,74000000.0,Has Finance Data,58000000.0,3.625,3.625,Highly Profitable
Shin Godzilla,Japan,2016-07-29,2016,7.2,"Action, Science Fiction, Horror",ja,25.157,1341.0,7.2,15000000.0,78053145.0,Has Finance Data,63053145.0,4.203543,4.203543,Highly Profitable
Dirty Grandpa,United States of America,2016-01-20,2016,5.927,Comedy,en,24.996,4400.0,5.927,11500000.0,94100000.0,Has Finance Data,82600000.0,7.182608695652174,7.182608695652174,Highly Profitable
Pride and Prejudice and Zombies,"United Kingdom, United States of America",2016-02-04,2016,6.2,"Romance, Horror, Comedy, Thriller",en,24.939,2184.0,6.2,28000000.0,16457494.0,Has Finance Data,-11542506.0,-0.41223235714285716,-0.41223235714285716,Unprofitable
Ride Along 2,United States of America,2016-01-14,2016,6.255,"Action, Comedy",en,24.826,1691.0,6.255,40000000.0,124827316.0,Has Finance Data,84827316.0,2.1206829,2.1206829,Highly Profitable
Pete's Dragon,United States of America,2016-08-10,2016,6.4,"Adventure, Family, Fantasy",en,24.647,2201.0,6.4,65000000.0,143695338.0,Has Finance Data,78695338.0,1.2106975076923077,1.2106975076923077,Highly Profitable
The Ten Commandments: The Movie,"Brazil, Morocco",2016-01-28,2016,7.2,Drama,pt,24.292,306.0,7.2,39307171.0,37070177.0,Has Finance Data,-2236994.0,-0.056910582549937264,-0.056910582549937264,Unprofitable
The Invitation,United States of America,2016-04-08,2016,6.43,"Thriller, Horror",en,23.529,2628.0,6.43,1000000.0,354835.0,Has Finance Data,-645165.0,-0.645165,-0.645165,Unprofitable
Inferno,United States of America,2016-10-13,2016,6.075,"Mystery, Thriller, Action",en,23.418,6287.0,6.075,75000000.0,220021259.0,Has Finance Data,145021259.0,1.9336167866666667,1.9336167866666667,Highly Profitable
Collateral Beauty,United States of America,2016-12-15,2016,7.2,"Drama, Romance",en,23.411,5405.0,7.2,36000000.0,88528280.0,Has Finance Data,52528280.0,1.4591188888888889,1.4591188888888889,Highly Profitable
Raw,"Belgium, France, United States of America",2016-11-11,2016,7.056,"Drama, Horror",fr,23.253,3219.0,7.056,3500000.0,4100000.0,Has Finance Data,600000.0,0.17142857142857143,0.17142857142857143,Low Profit
How to Be Single,United States of America,2016-02-08,2016,6.3,"Comedy, Romance",en,23.134,3220.0,6.3,38000000.0,112343513.0,Has Finance Data,74343513.0,1.9564082368421052,1.9564082368421052,Highly Profitable
White Girl,United States of America,2016-09-02,2016,5.7,Drama,en,22.962,466.0,5.7,700000.0,200242.0,Has Finance Data,-499758.0,-0.71394,-0.71394,Unprofitable
Triple 9,United States of America,2016-02-19,2016,5.98,"Action, Crime, Adventure, Thriller",en,22.642,2151.0,5.98,20000000.0,12600000.0,Has Finance Data,-7400000.0,-0.37,-0.37,Unprofitable
Allied,"China, United States of America, United Kingdom",2016-02-12,2016,6.794,"Action, Drama, War, Romance, Thriller",en,22.619,4553.0,6.794,106000000.0,119520023.0,Has Finance Data,13520023.0,0.12754738679245284,0.12754738679245284,Low Profit
Patriots Day,"Hong Kong, United States of America",2016-12-12,2016,7.055,"Action, Crime, Drama, History, Thriller",en,22.555,2650.0,7.055,45000000.0,50548152.0,Has Finance Data,5548152.0,0.12329226666666666,0.12329226666666666,Low Profit
Ouija: Origin of Evil,United States of America,2016-10-20,2016,6.132,Horror,en,22.314,2483.0,6.132,9000000.0,81700000.0,Has Finance Data,72700000.0,8.077777777777778,8.077777777777778,Highly Profitable
Grimsby,"United Kingdom, United States of America",2016-02-24,2016,5.95,"Action, Comedy",en,22.171,2315.0,5.95,35000000.0,28000000.0,Has Finance Data,-7000000.0,-0.2,-0.2,Unprofitable
Hunt for the Wilderpeople,"New Zealand, United Kingdom",2016-03-31,2016,7.655,"Adventure, Comedy, Drama",en,22.152,2094.0,7.655,2500000.0,23900000.0,Has Finance Data,21400000.0,8.56,8.56,Highly Profitable
Storks,United States of America,2016-09-22,2016,6.7,"Adventure, Animation, Comedy, Family",en,21.99,2358.0,6.7,70000000.0,182379278.0,Has Finance Data,112379278.0,1.6054182571428572,1.6054182571428572,Highly Profitable
Silence,"Mexico, Taiwan, United States of America",2016-12-23,2016,7.1,"Drama, History",en,21.353,3077.0,7.1,46000000.0,23834809.0,Has Finance Data,-22165191.0,-0.48185197826086956,-0.48185197826086956,Unprofitable
I'm Not Ashamed,United States of America,2016-10-21,2016,7.2,Drama,en,21.226,274.0,7.2,1500000.0,2082980.0,Has Finance Data,582980.0,0.38865333333333335,0.38865333333333335,Low Profit
Money Monster,United States of America,2016-05-12,2016,6.435,"Thriller, Drama, Action, Comedy, Crime, Mystery",en,20.803,2975.0,6.435,27000000.0,93282604.0,Has Finance Data,66282604.0,2.4549112592592595,2.4549112592592595,Highly Profitable
The Edge of Seventeen,United States of America,2016-11-18,2016,7.2,"Comedy, Drama",en,20.651,4071.0,7.2,9000000.0,18803648.0,Has Finance Data,9803648.0,1.0892942222222222,1.0892942222222222,Highly Profitable
Hell or High Water,United States of America,2016-08-11,2016,7.3,"Western, Crime, Drama",en,20.164,4510.0,7.3,12000000.0,37600000.0,Has Finance Data,25600000.0,2.1333333333333333,2.1333333333333333,Highly Profitable
Billy Lynn's Long Halftime Walk,"China, United Kingdom, United States of America",2016-11-10,2016,6.028,"Drama, War",en,20.077,566.0,6.028,40000000.0,30930984.0,Has Finance Data,-9069016.0,-0.2267254,-0.2267254,Unprofitable
Fifty Shades of Black,United States of America,2016-01-28,2016,4.9,"Romance, Comedy",en,20.042,1350.0,4.9,20000000.0,21164799.0,Has Finance Data,1164799.0,0.05823995,0.05823995,Low Profit
Dangal,"India, United States of America",2016-12-21,2016,7.9,"Drama, Family, Comedy",hi,19.943,1007.0,7.9,10400000.0,311000000.0,Has Finance Data,300600000.0,28.903846153846153,10.81959755187499,Highly Profitable
Nine Lives,"China, France",2016-08-03,2016,5.8,"Fantasy, Comedy, Family",en,19.817,1075.0,5.8,30000000.0,57814445.0,Has Finance Data,27814445.0,0.9271481666666667,0.9271481666666667,Low Profit
My Cousin the Sexologist,Bolivia,2016-07-20,2016,6.8,"Comedy, Drama",es,19.811,506.0,6.8,15000.0,35749.0,Has Finance Data,20749.0,1.3832666666666666,1.3832666666666666,Highly Profitable
Sing Street,"Ireland, United Kingdom, United States of America",2016-03-11,2016,7.9,"Romance, Drama, Music",en,19.765,2304.0,7.9,4000000.0,13624522.0,Has Finance Data,9624522.0,2.4061305,2.4061305,Highly Profitable
Eddie the Eagle,"Germany, United Kingdom, United States of America",2016-02-25,2016,7.2,"Comedy, Drama, History, Adventure",en,19.707,2137.0,7.2,23000000.0,46152411.0,Has Finance Data,23152411.0,1.0066265652173914,1.0066265652173914,Highly Profitable
Blair Witch,"Canada, United States of America",2016-09-15,2016,5.219,"Thriller, Horror",en,19.61,1919.0,5.219,5000000.0,45172994.0,Has Finance Data,40172994.0,8.0345988,8.0345988,Highly Profitable
Fences,"Canada, United States of America",2016-12-16,2016,6.9,Drama,en,19.585,2630.0,6.9,24000000.0,64400000.0,Has Finance Data,40400000.0,1.6833333333333333,1.6833333333333333,Highly Profitable
The Neon Demon,"Denmark, France, United States of America",2016-05-31,2016,6.5,"Thriller, Horror",en,19.439,3744.0,6.5,7000000.0,3400000.0,Has Finance Data,-3600000.0,-0.5142857142857142,-0.5142857142857142,Unprofitable
The Belko Experiment,United States of America,2016-03-17,2016,6.1,"Horror, Thriller",en,19.225,1499.0,6.1,5000000.0,10166820.0,Has Finance Data,5166820.0,1.033364,1.033364,Highly Profitable
Zoolander 2,United States of America,2016-02-06,2016,4.9,"Comedy, Adventure, Action",en,18.999,2255.0,4.9,50000000.0,56722693.0,Has Finance Data,6722693.0,0.13445386,0.13445386,Low Profit
USS Indianapolis: Men of Courage,United States of America,2016-09-22,2016,5.882,"Action, War",en,18.884,612.0,5.882,40000000.0,2158568.0,Has Finance Data,-37841432.0,-0.9460358,-0.9460358,Unprofitable
Demolition,United States of America,2016-04-06,2016,6.8,"Comedy, Drama",en,18.834,2243.0,6.8,10000000.0,4366460.0,Has Finance Data,-5633540.0,-0.563354,-0.563354,Unprofitable
A Conspiracy of Faith,"Denmark, Germany, Norway, Sweden",2016-03-03,2016,7.0,"Crime, Drama, Mystery, Thriller",da,18.808,569.0,7.0,5210000.0,9700000.0,Has Finance Data,4490000.0,0.8618042226487524,0.8618042226487524,Low Profit
Skiptrace,"China, Hong Kong, United States of America",2016-07-21,2016,5.7,"Action, Adventure, Crime, Comedy",en,18.796,706.0,5.7,32000000.0,58500000.0,Has Finance Data,26500000.0,0.828125,0.828125,Low Profit
Risen,United States of America,2016-02-18,2016,6.179,"Action, Adventure, Drama, Fantasy",en,18.794,836.0,6.179,20000000.0,46100000.0,Has Finance Data,26100000.0,1.305,1.305,Highly Profitable
Race,"Canada, Germany",2016-02-19,2016,7.244,"Drama, History",en,18.743,1540.0,7.244,5000000.0,24804129.0,Has Finance Data,19804129.0,3.9608258,3.9608258,Highly Profitable
Tunnel,South Korea,2016-08-10,2016,7.3,"Thriller, Drama",ko,18.695,589.0,7.3,1000000.0,52444295.0,Has Finance Data,51444295.0,51.444295,10.81959755187499,Highly Profitable
Nerve,"Hong Kong, United States of America",2016-06-27,2016,7.0,"Mystery, Adventure, Crime",en,18.556,6809.0,7.0,19000000.0,85241496.0,Has Finance Data,66241496.0,3.4863945263157894,3.4863945263157894,Highly Profitable
The Finest Hours,United States of America,2016-01-27,2016,6.6,"Action, Drama, History, Thriller",en,18.451,1616.0,6.6,80000000.0,52099090.0,Has Finance Data,-27900910.0,-0.348761375,-0.348761375,Unprofitable
Ratchet & Clank,"Canada, Hong Kong, United States of America",2016-04-13,2016,5.8,"Action, Adventure, Animation, Family",en,18.437,613.0,5.8,20000000.0,8800000.0,Has Finance Data,-11200000.0,-0.56,-0.56,Unprofitable
"Crouching Tiger, Hidden Dragon: Sword of Destiny",China,2016-02-18,2016,6.111,"Action, Adventure, Drama",en,18.422,647.0,6.111,20000000.0,38659039.0,Has Finance Data,18659039.0,0.93295195,0.93295195,Low Profit
Monster Trucks,United States of America,2016-12-21,2016,6.1,"Action, Comedy, Science Fiction",en,18.377,860.0,6.1,125000000.0,64493915.0,Has Finance Data,-60506085.0,-0.48404868,-0.48404868,Unprofitable
Neighbors 2: Sorority Rising,United States of America,2016-05-04,2016,5.8,Comedy,en,18.364,4426.0,5.8,35000000.0,108007109.0,Has Finance Data,73007109.0,2.0859174,2.0859174,Highly Profitable
Hacker,"Canada, Kazakhstan, Hong Kong, Thailand, United States of America",2016-09-15,2016,6.3,"Crime, Drama, Thriller",en,18.071,303.0,6.3,2000000.0,11239.0,Has Finance Data,-1988761.0,-0.9943805,-0.9943805,Unprofitable
The Secret Life of Pets,United States of America,2016-06-18,2016,6.289,"Adventure, Comedy, Animation, Family",en,18.037,8118.0,6.289,75000000.0,875457937.0,Has Finance Data,800457937.0,10.672772493333333,10.672772493333333,Highly Profitable
Miss Sloane,"France, United States of America",2016-11-25,2016,7.4,"Drama, Crime",en,18.036,1823.0,7.4,13000000.0,9101546.0,Has Finance Data,-3898454.0,-0.2998810769230769,-0.2998810769230769,Unprofitable
Big Fish & Begonia,"China, South Korea",2016-07-08,2016,7.4,"Animation, Adventure, Fantasy",zh,17.76,440.0,7.4,4531653.0,84552250.0,Has Finance Data,80020597.0,17.65814747951796,10.81959755187499,Highly Profitable
Bad Moms,"United States of America, China",2016-07-28,2016,6.5,Comedy,en,17.624,4094.0,6.5,20000000.0,183936074.0,Has Finance Data,163936074.0,8.1968037,8.1968037,Highly Profitable
The Monkey King 2,"Hong Kong, China",2016-01-22,2016,5.9,"Action, Adventure, Fantasy",zh,17.524,98.0,5.9,68490000.0,193677158.0,Has Finance Data,125187158.0,1.8278165863629727,1.8278165863629727,Highly Profitable
A Street Cat Named Bob,"United Kingdom, United States of America",2016-11-04,2016,7.912,"Family, Drama",en,17.492,1450.0,7.912,8000000.0,17900000.0,Has Finance Data,9900000.0,1.2375,1.2375,Highly Profitable
The Assignment,"France, United States of America",2016-06-08,2016,5.5,"Action, Crime, Thriller",en,17.484,518.0,5.5,5000000.0,388789.0,Has Finance Data,-4611211.0,-0.9222422,-0.9222422,Unprofitable
Bastille Day,"France, United Kingdom, United States of America",2016-04-22,2016,6.3,Action,en,17.477,1382.0,6.3,20000000.0,14397593.0,Has Finance Data,-5602407.0,-0.28012035,-0.28012035,Unprofitable
Snowden,"France, Germany, United States of America",2016-09-15,2016,7.104,"Drama, History, Crime, Thriller",en,17.457,4372.0,7.104,40000000.0,37357216.0,Has Finance Data,-2642784.0,-0.0660696,-0.0660696,Unprofitable
"Hail, Caesar!","United Kingdom, United States of America",2016-02-05,2016,5.923,"Comedy, Crime, Mystery",en,17.225,3793.0,5.923,22000000.0,63647656.0,Has Finance Data,41647656.0,1.8930752727272728,1.8930752727272728,Highly Profitable
Midnight Special,"Greece, United States of America",2016-02-18,2016,6.2,"Adventure, Drama, Science Fiction",en,17.117,1901.0,6.2,18000000.0,7112282.0,Has Finance Data,-10887718.0,-0.6048732222222222,-0.6048732222222222,Unprofitable
Criminal,"Bulgaria, France, United Kingdom, United States of America",2016-04-07,2016,6.205,"Action, Crime, Science Fiction",en,17.107,1755.0,6.205,31500000.0,14708696.0,Has Finance Data,-16791304.0,-0.5330572698412699,-0.5330572698412699,Unprofitable
Incarnate,United States of America,2016-12-01,2016,5.4,"Horror, Thriller",en,16.872,564.0,5.4,5000000.0,6341855.0,Has Finance Data,1341855.0,0.268371,0.268371,Low Profit
Blood Father,"United States of America, France",2016-08-11,2016,6.2,"Action, Thriller, Drama",en,16.509,1538.0,6.2,13000000.0,6903033.0,Has Finance Data,-6096967.0,-0.46899746153846156,-0.46899746153846156,Unprofitable
Max Steel,"United Kingdom, United States of America",2016-10-14,2016,5.6,"Action, Adventure, Science Fiction",en,16.494,785.0,5.6,10000000.0,6272403.0,Has Finance Data,-3727597.0,-0.3727597,-0.3727597,Unprofitable
The Forest,United States of America,2016-01-07,2016,5.224,"Horror, Thriller, Mystery",en,16.33,1753.0,5.224,10000000.0,37608299.0,Has Finance Data,27608299.0,2.7608299,2.7608299,Highly Profitable
Queen of Katwe,United States of America,2016-09-23,2016,7.2,Drama,en,16.286,436.0,7.2,15000000.0,10367161.0,Has Finance Data,-4632839.0,-0.30885593333333333,-0.30885593333333333,Unprofitable
God's Not Dead 2,United States of America,2016-04-01,2016,6.1,Drama,en,16.252,406.0,6.1,5000000.0,24487848.0,Has Finance Data,19487848.0,3.8975696,3.8975696,Highly Profitable
Green Room,United States of America,2016-04-15,2016,6.721,"Horror, Crime, Thriller",en,16.219,2717.0,6.721,5000000.0,3800000.0,Has Finance Data,-1200000.0,-0.24,-0.24,Unprofitable
Popstar: Never Stop Never Stopping,"United States of America, China",2016-06-03,2016,6.619,"Comedy, Music",en,16.186,1253.0,6.619,20000000.0,9500000.0,Has Finance Data,-10500000.0,-0.525,-0.525,Unprofitable
American Honey,"United Kingdom, United States of America",2016-09-30,2016,6.8,Drama,en,15.471,853.0,6.8,3500000.0,2290649.0,Has Finance Data,-1209351.0,-0.34552885714285714,-0.34552885714285714,Unprofitable
Mike and Dave Need Wedding Dates,United States of America,2016-07-07,2016,6.1,Comedy,en,15.435,2484.0,6.1,33000000.0,77100000.0,Has Finance Data,44100000.0,1.3363636363636364,1.3363636363636364,Highly Profitable
Pandora,South Korea,2016-12-07,2016,7.541,"Thriller, Drama, Action",ko,15.434,472.0,7.541,13938145.0,30169000.0,Has Finance Data,16230855.0,1.1644917598432216,1.1644917598432216,Highly Profitable
Operation Chromite,South Korea,2016-07-27,2016,5.9,"History, Drama, War, Action",ko,15.386,213.0,5.9,12700000.0,49196532.0,Has Finance Data,36496532.0,2.8737426771653545,2.8737426771653545,Highly Profitable
Mother's Day,United States of America,2016-04-28,2016,6.0,"Comedy, Drama, Romance",en,15.16,1271.0,6.0,25000000.0,48782670.0,Has Finance Data,23782670.0,0.9513068,0.9513068,Low Profit
Hands of Stone,"Panama, United States of America",2016-08-26,2016,6.6,Drama,en,15.155,416.0,6.6,20000000.0,5000000.0,Has Finance Data,-15000000.0,-0.75,-0.75,Unprofitable
When the Bough Breaks,United States of America,2016-09-09,2016,5.8,"Drama, Thriller",en,15.031,403.0,5.8,10000000.0,30658387.0,Has Finance Data,20658387.0,2.0658387,2.0658387,Highly Profitable
The Visitors: Bastille Day,France,2016-03-23,2016,4.1,"Comedy, Fantasy",fr,14.934,677.0,4.1,25868826.0,18552314.0,Has Finance Data,-7316512.0,-0.2828312347842921,-0.2828312347842921,Unprofitable
My Big Fat Greek Wedding 2,"Canada, United States of America",2016-03-23,2016,6.0,"Romance, Comedy",en,14.916,1010.0,6.0,18000000.0,90632641.0,Has Finance Data,72632641.0,4.035146722222223,4.035146722222223,Highly Profitable
Rock Dog,"China, United States of America",2016-07-08,2016,6.2,"Animation, Adventure, Comedy, Family, Music",en,14.914,289.0,6.2,60000000.0,23270926.0,Has Finance Data,-36729074.0,-0.6121512333333333,-0.6121512333333333,Unprofitable
The Choice,United States of America,2016-02-04,2016,7.204,"Drama, Romance",en,14.823,1903.0,7.204,10000000.0,23730891.0,Has Finance Data,13730891.0,1.3730891,1.3730891,Highly Profitable
The Beatles: Eight Days a Week - The Touring Years,"United Kingdom, United States of America",2016-09-15,2016,7.5,"Documentary, Music",en,14.694,366.0,7.5,5.0,12283800.0,Has Finance Data,12283795.0,2456759.0,10.81959755187499,Highly Profitable
Morgan,"United Kingdom, United States of America",2016-09-01,2016,5.8,"Horror, Science Fiction, Thriller",en,14.687,1493.0,5.8,8000000.0,8810591.0,Has Finance Data,810591.0,0.101323875,0.101323875,Low Profit
Sultan,India,2016-07-06,2016,6.9,"Drama, Action, Romance",hi,14.625,233.0,6.9,10400000.0,102000000.0,Has Finance Data,91600000.0,8.807692307692308,8.807692307692308,Highly Profitable
Flight Crew,"Cambodia, Russia",2016-04-21,2016,7.0,Action,ru,14.609,270.0,7.0,10000000.0,27305571.0,Has Finance Data,17305571.0,1.7305571,1.7305571,Highly Profitable
Rules Don't Apply,United States of America,2016-11-23,2016,5.7,"Romance, Comedy, Drama",en,14.598,472.0,5.7,25000000.0,3900000.0,Has Finance Data,-21100000.0,-0.844,-0.844,Unprofitable
Elle,"Belgium, France, Germany",2016-05-25,2016,6.7,"Drama, Thriller",fr,14.545,1881.0,6.7,9804690.0,2341534.0,Has Finance Data,-7463156.0,-0.761182250535203,-0.761182250535203,Unprofitable
The Age of Shadows,South Korea,2016-09-07,2016,7.2,"Action, Thriller",ko,14.444,333.0,7.2,9620000.0,53165427.0,Has Finance Data,43545427.0,4.526551663201663,4.526551663201663,Highly Profitable
Swiss Army Man,United States of America,2016-06-24,2016,6.928,"Comedy, Drama, Romance, Fantasy, Adventure",en,14.388,3544.0,6.928,3000000.0,5800000.0,Has Finance Data,2800000.0,0.9333333333333333,0.9333333333333333,Low Profit
The Infiltrator,"United Kingdom, United States of America",2016-07-13,2016,6.675,"Crime, Drama, Thriller",en,14.384,1679.0,6.675,28000000.0,21011110.0,Has Finance Data,-6988890.0,-0.24960321428571428,-0.24960321428571428,Unprofitable
The Promise,"Spain, United States of America",2016-12-02,2016,6.9,"History, Romance, Drama",en,14.267,470.0,6.9,90000000.0,12448676.0,Has Finance Data,-77551324.0,-0.8616813777777778,-0.8616813777777778,Unprofitable
Gold,United States of America,2016-02-03,2016,6.6,"Adventure, Drama, Thriller",en,14.151,1639.0,6.6,20000000.0,14880939.0,Has Finance Data,-5119061.0,-0.25595305,-0.25595305,Unprofitable
The Other Side of the Door,"India, United Kingdom",2016-02-25,2016,5.549,"Thriller, Horror",en,14.065,841.0,5.549,5000000.0,14332467.0,Has Finance Data,9332467.0,1.8664934,1.8664934,Highly Profitable
Paterson,"United States of America, Germany, France",2016-11-17,2016,7.113,"Drama, Comedy, Romance",en,14.062,1897.0,7.113,5000000.0,2152738.0,Has Finance Data,-2847262.0,-0.5694524,-0.5694524,Unprofitable
Live by Night,United States of America,2016-12-25,2016,6.249,"Crime, Drama, Thriller",en,14.025,1302.0,6.249,90000000.0,22700000.0,Has Finance Data,-67300000.0,-0.7477777777777778,-0.7477777777777778,Unprofitable
Loving,"United Kingdom, United States of America",2016-11-04,2016,6.7,"Drama, Romance",en,13.76,923.0,6.7,9000000.0,8996802.0,Has Finance Data,-3198.0,-0.0003553333333333333,-0.0003553333333333333,Unprofitable
Everybody Wants Some!!,United States of America,2016-03-30,2016,6.4,Comedy,en,13.641,1115.0,6.4,10000000.0,3400278.0,Has Finance Data,-6599722.0,-0.6599722,-0.6599722,Unprofitable
Dark Crimes,"Poland, United States of America",2016-10-12,2016,4.6,"Drama, Thriller",en,13.621,443.0,4.6,4480393.0,21216.0,Has Finance Data,-4459177.0,-0.9952647011099249,-0.9952647011099249,Unprofitable
The Light Between Oceans,"India, United Kingdom, United States of America",2016-09-02,2016,7.1,"Drama, Romance",en,13.621,1359.0,7.1,20000000.0,25975621.0,Has Finance Data,5975621.0,0.29878105,0.29878105,Low Profit
League of Gods,"China, Hong Kong",2016-07-28,2016,5.6,"Action, Fantasy",zh,13.579,157.0,5.6,38000000.0,43300000.0,Has Finance Data,5300000.0,0.1394736842105263,0.1394736842105263,Low Profit
Denial,"United Kingdom, United States of America",2016-09-30,2016,6.9,"Drama, History",en,13.572,654.0,6.9,10000000.0,7994527.0,Has Finance Data,-2005473.0,-0.2005473,-0.2005473,Unprofitable
Batman: The Killing Joke,United States of America,2016-07-24,2016,6.594,"Action, Animation, Crime, Drama",en,13.515,1830.0,6.594,3500000.0,3775000.0,Has Finance Data,275000.0,0.07857142857142857,0.07857142857142857,Low Profit
Office Christmas Party,United States of America,2016-11-25,2016,5.7,Comedy,en,13.513,2084.0,5.7,45000000.0,114500000.0,Has Finance Data,69500000.0,1.5444444444444445,1.5444444444444445,Highly Profitable
Collide,"Germany, United Kingdom, United States of America",2016-06-10,2016,5.5,"Thriller, Action",en,13.474,585.0,5.5,21500000.0,6817535.0,Has Finance Data,-14682465.0,-0.6829053488372093,-0.6829053488372093,Unprofitable
From the Land of the Moon,"Belgium, France",2016-10-19,2016,6.6,"Drama, Romance",fr,13.306,305.0,6.6,10300000.0,47748.0,Has Finance Data,-10252252.0,-0.9953642718446601,-0.9953642718446601,Unprofitable
Navy Seals vs. Zombies,United States of America,2016-03-18,2016,5.2,"Horror, Action",en,13.296,175.0,5.2,1181389.0,56191.0,Has Finance Data,-1125198.0,-0.9524364963614863,-0.9524364963614863,Unprofitable
The Boss,United States of America,2016-04-07,2016,5.8,Comedy,en,13.248,1339.0,5.8,29000000.0,78600000.0,Has Finance Data,49600000.0,1.710344827586207,1.710344827586207,Highly Profitable
Keanu,United States of America,2016-04-29,2016,6.07,"Action, Comedy, Crime",en,13.128,1058.0,6.07,15000000.0,20609977.0,Has Finance Data,5609977.0,0.37399846666666664,0.37399846666666664,Low Profit
Barbershop: The Next Cut,United States of America,2016-04-15,2016,6.3,"Comedy, Drama",en,13.115,464.0,6.3,20000000.0,55030051.0,Has Finance Data,35030051.0,1.75150255,1.75150255,Highly Profitable
American Pastoral,"Hong Kong, United States of America",2016-10-20,2016,6.171,"Crime, Drama",en,13.091,700.0,6.171,10000000.0,1715728.0,Has Finance Data,-8284272.0,-0.8284272,-0.8284272,Unprofitable
Masterminds,United States of America,2016-09-29,2016,5.7,"Action, Comedy, Crime",en,13.049,1747.0,5.7,25000000.0,29200000.0,Has Finance Data,4200000.0,0.168,0.168,Low Profit
Bleed for This,United States of America,2016-11-04,2016,6.8,Drama,en,12.989,783.0,6.8,6000000.0,6174491.0,Has Finance Data,174491.0,0.029081833333333335,0.029081833333333335,Low Profit
20th Century Women,United States of America,2016-12-28,2016,7.3,Drama,en,12.949,1143.0,7.3,7000000.0,5664764.0,Has Finance Data,-1335236.0,-0.190748,-0.190748,Unprofitable
Love & Friendship,"United Kingdom, United States of America, Ireland, Netherlands, France",2016-05-26,2016,6.1,"Drama, Romance, Comedy",en,12.67,544.0,6.1,3000000.0,21401949.0,Has Finance Data,18401949.0,6.133983,6.133983,Highly Profitable
It's Only the End of the World,"Canada, France",2016-08-26,2016,7.2,Drama,fr,12.654,1611.0,7.2,10000000.0,9231823.0,Has Finance Data,-768177.0,-0.0768177,-0.0768177,Unprofitable
